pl_name,hostname,pl_rade,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-1058 b,Kepler-1058,2.72000000,4644.00,0.690000,0.730000,19h38m22.95s,294.5956256,+45d52m30.20s,45.8750556,491.99700000
Kepler-1873 b,Kepler-1873,1.62573811,5151.00,0.792000,0.903000,19h38m23.17s,294.5965570,+46d02m54.13s,46.0483705,820.95700000
Kepler-980 b,Kepler-980,2.67000000,5935.00,1.060000,1.050000,19h38m27.12s,294.6129869,+45d03m36.63s,45.0601740,961.46800000
Kepler-1016 b,Kepler-1016,2.18000000,5821.00,1.000000,0.990000,19h38m27.29s,294.6136890,+45d59m04.66s,45.9846265,1402.82000000
Kepler-1016 c,Kepler-1016,3.68000000,5821.00,1.000000,0.990000,19h38m27.29s,294.6136890,+45d59m04.66s,45.9846265,1402.82000000
Kepler-1201 b,Kepler-1201,2.29000000,6177.00,1.240000,1.150000,19h38m27.55s,294.6147908,+40d49m59.22s,40.8331158,944.24100000
Kepler-1956 b,Kepler-1956,1.08940238,4391.00,0.682000,0.671000,19h38m29.00s,294.6208506,+49d53m39.19s,49.8942190,360.46800000
Kepler-857 b,Kepler-857,6.80000000,5773.00,0.990000,0.990000,19h38m31.78s,294.6323978,+43d24m01.63s,43.4004526,983.50200000
Kepler-1631 b,Kepler-1631,1.35000000,5679.00,0.950000,0.970000,19h38m31.82s,294.6325781,+43d48m27.61s,43.8076687,1305.99000000
HATS-33 b,HATS-33,13.78707000,5659.00,1.022000,1.062000,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,248.46000000
2MASS J19383260+4603591 b,2MASS J19383260+4603591,13.40000000,29564.00,0.203000,0.480000,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.33200000
Kepler-451 c,2MASS J19383260+4603591,13.50000000,29564.00,0.203000,0.480000,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.33200000
Kepler-451 d,2MASS J19383260+4603591,13.50000000,29564.00,0.203000,0.480000,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.33200000
Kepler-173 b,Kepler-173,1.29000000,6031.00,0.949000,1.067000,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.16500000
Kepler-173 c,Kepler-173,2.43000000,6031.00,0.949000,1.067000,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.16500000
Kepler-1068 b,Kepler-1068,3.63000000,5806.00,1.010000,1.010000,19h38m35.56s,294.6481708,+46d23m32.34s,46.3923173,1473.61000000
Kepler-882 b,Kepler-882,1.23000000,5476.00,0.870000,0.900000,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106,504.60500000
Kepler-688 b,Kepler-688,9.76000000,5715.00,0.960000,0.980000,19h38m37.26s,294.6552312,+39d18m30.04s,39.3083446,1357.75000000
KELT-20 b,KELT-20,19.51486900,8720.00,1.565000,1.760000,19h38m38.74s,294.6614126,+31d13m09.12s,31.2192001,136.42600000
Kepler-1834 b,Kepler-1834,1.45938340,4821.00,0.788000,0.765000,19h38m39.52s,294.6646789,+39d47m01.85s,39.7838461,500.39500000
Kepler-1834 c,Kepler-1834,1.22000000,4821.00,0.788000,0.765000,19h38m39.52s,294.6646789,+39d47m01.85s,39.7838461,500.39500000
Kepler-176 b,Kepler-176,1.43000000,5232.00,0.891000,0.860000,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000
Kepler-176 c,Kepler-176,2.60000000,5232.00,0.891000,0.860000,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000
Kepler-176 d,Kepler-176,2.51000000,5232.00,0.891000,0.860000,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000
Kepler-176 e,Kepler-176,1.45000000,5295.00,0.830000,0.870000,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.32100000
Kepler-314 b,Kepler-314,0.83000000,5378.00,0.950000,0.990000,19h38m41.80s,294.6741507,+42d04m32.17s,42.0756037,268.88100000
Kepler-314 c,Kepler-314,2.90000000,5378.00,0.950000,0.990000,19h38m41.80s,294.6741507,+42d04m32.17s,42.0756037,268.88100000
Kepler-851 b,Kepler-851,1.68000000,5455.00,0.850000,0.890000,19h38m43.25s,294.6802199,+49d08m24.40s,49.1401106,839.25500000
Kepler-1474 b,Kepler-1474,2.16000000,5870.00,1.040000,1.040000,19h38m46.57s,294.6940261,+45d52m00.51s,45.8668090,1180.90000000
Kepler-1960 b,Kepler-1960,1.30749704,6371.00,1.072000,1.117000,19h38m47.26s,294.6969361,+46d43m12.74s,46.7202043,1527.56000000
Kepler-1096 b,Kepler-1096,1.24000000,4306.00,0.630000,0.660000,19h38m50.27s,294.7094688,+45d58m10.39s,45.9695533,377.97600000
Kepler-168 b,Kepler-168,1.46000000,6282.00,1.107000,1.113000,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,1343.60000000
Kepler-168 c,Kepler-168,2.69000000,6282.00,1.107000,1.113000,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,1343.60000000
Kepler-689 b,Kepler-689,2.89000000,5518.00,0.880000,0.910000,19h38m50.55s,294.7106347,+39d31m18.11s,39.5216975,1131.73000000
Kepler-577 b,Kepler-577,2.55000000,4984.00,0.730000,0.780000,19h38m50.88s,294.7119855,+39d04m25.43s,39.0737317,524.24700000
Kepler-116 b,Kepler-116,3.42000000,6142.00,1.454000,1.198000,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.16800000
Kepler-116 c,Kepler-116,2.30000000,6142.00,1.454000,1.198000,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.16800000
Kepler-1769 b,Kepler-1769,4.46500000,6071.00,1.295000,1.061000,19h38m58.41s,294.7433755,+43d27m40.19s,43.4611633,438.41200000
Kepler-1368 b,Kepler-1368,1.65000000,5906.00,1.080000,1.070000,19h39m04.08s,294.7669795,+41d38m40.72s,41.6446434,1635.82000000
Kepler-825 b,Kepler-825,1.53000000,5976.00,1.080000,1.030000,19h39m04.76s,294.7698250,+39d23m54.27s,39.3984081,807.85000000
Kepler-825 c,Kepler-825,1.84000000,5976.00,1.080000,1.030000,19h39m04.76s,294.7698250,+39d23m54.27s,39.3984081,807.85000000
Kepler-54 b,Kepler-54,2.10000000,3705.00,0.500000,0.510000,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.70100000
Kepler-54 c,Kepler-54,1.23000000,3705.00,0.500000,0.510000,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.70100000
Kepler-54 d,Kepler-54,1.53000000,4252.00,0.554000,0.518000,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.70100000
Kepler-692 b,Kepler-692,3.11000000,5440.00,0.860000,0.900000,19h39m06.43s,294.7768068,+40d09m13.33s,40.1537027,991.33600000
Kepler-1969 b,Kepler-1969,1.68161001,6046.00,1.007000,1.111000,19h39m08.22s,294.7842662,+49d29m31.40s,49.4920557,1204.54000000
Kepler-938 b,Kepler-938,2.22000000,5533.00,0.890000,0.920000,19h39m09.37s,294.7890593,+46d59m02.17s,46.9839352,1182.05000000
Kepler-1674 b,Kepler-1674,3.20577490,5473.91,0.877273,0.960000,19h39m15.85s,294.8160447,+45d18m21.90s,45.3060844,1012.48000000
Kepler-1391 b,Kepler-1391,1.68000000,5840.00,1.100000,1.030000,19h39m19.43s,294.8309749,+46d39m34.48s,46.6595768,1038.35000000
Kepler-464 b,Kepler-464,3.30000000,5933.00,1.590000,1.210000,19h39m20.43s,294.8351052,+48d58m56.35s,48.9823204,667.60400000
Kepler-1792 b,Kepler-1792,2.51990972,5229.00,1.005000,0.878000,19h39m21.62s,294.8400788,+39d05m09.51s,39.0859757,601.02900000
Kepler-751 b,Kepler-751,2.46000000,5387.00,0.840000,0.870000,19h39m22.51s,294.8438103,+44d04m39.67s,44.0776872,760.43000000
Kepler-727 b,Kepler-727,2.53000000,5441.00,0.860000,0.890000,19h39m23.26s,294.8469333,+45d02m03.90s,45.0344155,831.84200000
Kepler-1472 b,Kepler-1472,1.90000000,6159.00,1.250000,1.160000,19h39m24.63s,294.8526163,+49d03m26.81s,49.0574468,1479.14000000
KOI-217 b,KOI-217,12.44200000,5545.00,0.860000,0.950000,19h39m27.71s,294.8654667,+46d17m08.93s,46.2858128,914.69900000
Kepler-1398 b,Kepler-1398,0.90000000,6126.00,1.180000,1.130000,19h39m27.87s,294.8661073,+48d38m20.37s,48.6389923,852.20400000
Kepler-1398 c,Kepler-1398,1.03000000,6126.00,1.180000,1.130000,19h39m27.87s,294.8661073,+48d38m20.37s,48.6389923,852.20400000
Kepler-1877 b,Kepler-1877,0.62408600,5615.00,0.936000,1.022000,19h39m28.06s,294.8669240,+46d47m25.73s,46.7904816,285.31200000
Kepler-1222 b,Kepler-1222,0.79000000,5239.00,0.800000,0.840000,19h39m33.51s,294.8896160,+49d22m47.36s,49.3798215,415.21800000
Kepler-712 b,Kepler-712,3.41000000,5148.00,0.780000,0.840000,19h39m38.32s,294.9096739,+42d56m06.72s,42.9351987,872.49300000
Kepler-712 c,Kepler-712,4.85000000,5148.00,0.780000,0.840000,19h39m38.32s,294.9096739,+42d56m06.72s,42.9351987,872.49300000
Kepler-1169 b,Kepler-1169,0.94000000,6191.00,1.230000,1.240000,19h39m38.78s,294.9115874,+46d29m29.30s,46.4914718,522.82300000
HATS-8 b,HATS-8,9.78545700,5679.00,1.086000,1.056000,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.63700000
Kepler-317 b,Kepler-317,2.09000000,5497.00,0.941000,0.865000,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,940.58400000
Kepler-317 c,Kepler-317,1.72000000,5497.00,0.941000,0.865000,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,940.58400000
Kepler-378 b,Kepler-378,0.75000000,4661.00,0.671000,0.780000,19h39m47.75s,294.9489697,+46d26m19.92s,46.4388673,152.09400000
Kepler-378 c,Kepler-378,0.70000000,4661.00,0.671000,0.780000,19h39m47.75s,294.9489697,+46d26m19.92s,46.4388673,152.09400000
KIC 3558849 b,KIC 3558849,6.90000000,6175.00,1.010000,0.980000,19h39m47.96s,294.9498381,+38d36m18.67s,38.6051867,1215.70000000
Kepler-1425 b,Kepler-1425,0.94000000,5718.00,0.950000,0.970000,19h39m48.25s,294.9510368,+43d00m44.77s,43.0124348,863.87300000
Kepler-593 b,Kepler-593,2.87000000,5967.00,1.100000,1.080000,19h39m48.33s,294.9513923,+48d39m04.22s,48.6511709,973.76000000
Kepler-942 b,Kepler-942,2.13000000,4861.00,0.750000,0.810000,19h39m49.22s,294.9550809,+44d08m59.83s,44.1499518,216.35400000
Kepler-874 b,Kepler-874,3.94000000,6020.00,1.130000,1.090000,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991,1082.16000000
Kepler-1171 b,Kepler-1171,2.56000000,7044.00,1.950000,1.580000,19h39m50.14s,294.9589285,+38d35m29.75s,38.5915968,573.00000000
Kepler-827 b,Kepler-827,5.63000000,5602.00,0.910000,0.930000,19h39m51.84s,294.9660027,+42d42m30.82s,42.7085608,2046.68000000
Kepler-215 b,Kepler-215,1.62000000,5739.00,1.027000,0.788000,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
Kepler-215 c,Kepler-215,1.77000000,5739.00,1.027000,0.788000,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
Kepler-215 d,Kepler-215,2.39000000,5739.00,1.027000,0.788000,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
Kepler-215 e,Kepler-215,1.75000000,5739.00,1.027000,0.788000,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
Kepler-1087 b,Kepler-1087,0.61000000,5589.00,0.940000,0.960000,19h39m54.94s,294.9789253,+46d00m20.43s,46.0056741,362.62300000
Kepler-1942 b,Kepler-1942,2.11702870,5834.00,0.797000,0.852000,19h39m55.33s,294.9805416,+44d25m30.86s,44.4252384,842.49200000
Kepler-831 b,Kepler-831,1.27000000,5732.00,0.970000,0.990000,19h39m56.53s,294.9855607,+42d43m39.85s,42.7277355,593.54000000
Kepler-616 b,Kepler-616,2.43000000,5753.00,0.970000,0.980000,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.77500000
Kepler-616 c,Kepler-616,3.41000000,5753.00,0.970000,0.980000,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.77500000
Kepler-616 d,Kepler-616,2.65300000,6004.00,0.977000,1.061000,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.77500000
Kepler-1115 b,Kepler-1115,1.70000000,8480.00,1.730000,1.600000,19h39m58.03s,294.9917723,+40d08m39.83s,40.1443964,983.24500000
Kepler-485 b,Kepler-485,14.41000000,5958.00,1.090000,1.070000,19h39m59.12s,294.9963415,+50d28m12.16s,50.4700458,1140.95000000
Kepler-1867 b,Kepler-1867,1.15985997,5693.00,0.816000,0.911000,19h39m59.30s,294.9971007,+43d26m09.13s,43.4358698,680.58300000
Kepler-579 b,Kepler-579,2.00000000,5636.00,0.960000,0.990000,19h40m00.50s,295.0020771,+39d57m10.30s,39.9528613,530.76500000
Kepler-163 b,Kepler-163,1.05000000,5776.00,0.917000,0.882000,19h40m00.66s,295.0027458,+46d59m14.42s,46.9873389,689.81400000
Kepler-163 c,Kepler-163,2.26000000,5776.00,0.917000,0.882000,19h40m00.66s,295.0027458,+46d59m14.42s,46.9873389,689.81400000
Kepler-935 b,Kepler-935,1.35000000,4830.00,0.730000,0.780000,19h40m05.21s,295.0217193,+46d37m09.12s,46.6192011,471.78200000
Kepler-490 b,Kepler-490,11.65000000,6045.00,1.120000,1.080000,19h40m06.16s,295.0256620,+46d57m21.43s,46.9559536,1523.00000000
Kepler-1467 b,Kepler-1467,3.30000000,5332.00,0.820000,0.860000,19h40m11.65s,295.0485389,+45d20m33.64s,45.3426781,852.88800000
Kepler-830 b,Kepler-830,1.70000000,6037.00,1.110000,1.070000,19h40m13.02s,295.0542380,+42d45m24.59s,42.7568316,1122.00000000
Kepler-1207 b,Kepler-1207,1.62000000,5909.00,1.060000,1.060000,19h40m15.41s,295.0641963,+49d21m32.26s,49.3589615,1754.19000000
Kepler-1992 b,Kepler-1992,0.91000000,5383.00,0.842000,0.874000,19h40m21.66s,295.0902409,+45d04m51.98s,45.0811045,532.95500000
Kepler-855 b,Kepler-855,8.35000000,5835.00,1.030000,1.030000,19h40m22.79s,295.0949565,+43d32m15.23s,43.5375650,1506.58000000
Kepler-1277 b,Kepler-1277,1.60000000,5578.00,0.920000,0.940000,19h40m24.60s,295.1025166,+40d34m20.54s,40.5723736,557.19300000
Kepler-499 b,Kepler-499,2.17000000,5312.00,0.830000,0.870000,19h40m26.39s,295.1099549,+43d54m54.36s,43.9151012,556.72600000
Kepler-142 b,Kepler-142,1.99000000,5790.00,1.269000,0.978000,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635,548.68600000
Kepler-142 c,Kepler-142,2.86000000,5790.00,1.269000,0.978000,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635,548.68600000
Kepler-142 d,Kepler-142,2.16000000,5790.00,1.269000,0.978000,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635,548.68600000
Kepler-1830 b,Kepler-1830,3.32992941,6160.00,2.046000,1.443000,19h40m33.37s,295.1390408,+40d58m44.59s,40.9790527,1056.88000000
Kepler-1364 b,Kepler-1364,2.15000000,6805.00,1.790000,1.490000,19h40m36.51s,295.1521334,+49d35m15.42s,49.5876179,1056.90000000
Kepler-1051 b,Kepler-1051,3.40000000,6675.00,1.730000,1.430000,19h40m37.95s,295.1581062,+40d53m55.75s,40.8988186,829.34300000
Kepler-476 b,Kepler-476,3.08000000,5837.00,1.090000,1.030000,19h40m39.30s,295.1637592,+43d57m47.06s,43.9630716,813.53500000
Kepler-1801 b,Kepler-1801,2.70926154,5738.00,0.981000,0.936000,19h40m39.36s,295.1640095,+39d12m05.05s,39.2014024,839.33200000
Kepler-1801 c,Kepler-1801,2.91000000,5738.00,0.981000,0.936000,19h40m39.36s,295.1640095,+39d12m05.05s,39.2014024,839.33200000
Kepler-1980 b,Kepler-1980,2.21000000,5819.00,0.990000,1.049000,19h40m40.13s,295.1672065,+38d38m13.34s,38.6370390,1709.40000000
Kepler-1618 b,Kepler-1618,1.26000000,6620.00,1.650000,1.410000,19h40m42.09s,295.1753619,+45d55m51.09s,45.9308594,1229.25000000
Kepler-1036 b,Kepler-1036,3.01000000,5533.00,0.890000,0.950000,19h40m43.61s,295.1817093,+49d56m44.94s,49.9458172,489.43500000
Kepler-576 b,Kepler-576,3.27000000,5672.00,0.970000,0.990000,19h40m43.89s,295.1828896,+38d39m15.13s,38.6542028,617.55000000
Kepler-624 b,Kepler-624,2.31000000,6117.00,1.180000,1.100000,19h40m46.41s,295.1933631,+39d32m22.90s,39.5396946,748.18800000
Kepler-1021 b,Kepler-1021,2.33000000,5431.00,0.860000,0.890000,19h40m49.18s,295.2048999,+42d33m34.81s,42.5596699,810.08200000
Kepler-1717 b,Kepler-1717,2.98929758,6200.00,1.640000,1.158000,19h40m51.04s,295.2126472,+49d33m43.78s,49.5621600,1008.79000000
Kepler-793 b,Kepler-793,1.37000000,5745.00,0.970000,0.980000,19h40m52.02s,295.2167334,+38d46m27.94s,38.7744269,985.69900000
Kepler-633 b,Kepler-633,1.63000000,5899.00,1.150000,1.020000,19h40m52.16s,295.2173259,+40d35m31.78s,40.5921599,680.54000000
Kepler-633 c,Kepler-633,2.29600000,5877.00,1.265000,0.997000,19h40m52.16s,295.2173259,+40d35m31.78s,40.5921599,680.54000000
Kepler-197 b,Kepler-197,1.02000000,6004.00,1.120000,0.857000,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.57500000
Kepler-197 c,Kepler-197,1.23000000,6004.00,1.120000,0.857000,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.57500000
Kepler-197 d,Kepler-197,1.22000000,6004.00,1.120000,0.857000,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.57500000
Kepler-197 e,Kepler-197,0.91000000,6004.00,1.120000,0.857000,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.57500000
Kepler-345 b,Kepler-345,0.74000000,4504.00,0.623000,0.610000,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.00000000
Kepler-345 c,Kepler-345,1.20000000,4504.00,0.623000,0.610000,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.00000000
Kepler-1255 b,Kepler-1255,2.32000000,6018.00,1.120000,1.080000,19h40m57.42s,295.2392569,+42d43m35.34s,42.7264842,1617.07000000
Kepler-1086 b,Kepler-1086,2.44000000,4350.00,0.660000,0.700000,19h41m00.28s,295.2511870,+45d50m34.63s,45.8429537,466.08400000
Kepler-1086 c,Kepler-1086,2.94000000,4350.00,0.660000,0.700000,19h41m00.28s,295.2511870,+45d50m34.63s,45.8429537,466.08400000
Kepler-487 b,Kepler-487,11.42000000,5444.00,0.880000,0.910000,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.34300000
Kepler-487 c,Kepler-487,2.68000000,5444.00,0.880000,0.910000,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.34300000
Kepler-487 d,Kepler-487,2.77513568,5422.00,0.887000,0.874000,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.34300000
Kepler-300 b,Kepler-300,1.67000000,5986.00,0.900000,1.070000,19h41m09.29s,295.2886934,+48d35m59.01s,48.5997243,1098.45000000
Kepler-300 c,Kepler-300,2.25000000,5986.00,0.900000,1.070000,19h41m09.29s,295.2886934,+48d35m59.01s,48.5997243,1098.45000000
Kepler-47 b,Kepler-47,3.05000000,5636.00,0.936000,0.957000,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02000000
Kepler-47 c,Kepler-47,4.65000000,5636.00,0.936000,0.957000,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02000000
Kepler-47 d,Kepler-47,7.04000000,5636.00,0.936000,0.957000,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02000000
Kepler-964 b,Kepler-964,2.12000000,5427.00,0.840000,0.930000,19h41m12.02s,295.3000650,+40d33m23.69s,40.5565792,454.62600000
Kepler-1831 b,Kepler-1831,1.97019818,6063.00,1.012000,1.117000,19h41m12.59s,295.3024604,+49d35m20.56s,49.5890456,1053.49000000
Kepler-61 b,Kepler-61,2.15000000,4017.00,0.620000,0.635000,19h41m13.08s,295.3044942,+42d28m31.15s,42.4753193,335.07900000
Kepler-493 b,Kepler-493,15.13000000,6457.00,1.540000,1.360000,19h41m13.81s,295.3075252,+38d52m53.66s,38.8815716,1745.77000000
Kepler-1145 b,Kepler-1145,1.40000000,5064.00,0.750000,0.790000,19h41m13.96s,295.3081524,+43d02m39.85s,43.0444026,691.96100000
Kepler-962 b,Kepler-962,1.97000000,5478.00,0.860000,0.930000,19h41m15.17s,295.3131906,+46d14m15.01s,46.2375024,411.48600000
Kepler-908 b,Kepler-908,1.22000000,5973.00,1.120000,1.110000,19h41m17.41s,295.3225434,+39d22m35.26s,39.3764624,290.84300000
HD 185283 b,HD 185283,13.60000000,4848.00,0.743303,0.800000,19h41m17.61s,295.3233609,-56d19m19.59s,-56.3221096,31.39500000
Kepler-1603 b,Kepler-1603,1.29000000,6241.00,1.310000,1.210000,19h41m19.16s,295.3298254,+42d32m05.89s,42.5349698,2712.58000000
Kepler-1052 b,Kepler-1052,2.93000000,5888.00,1.030000,1.030000,19h41m22.26s,295.3427300,+46d36m07.97s,46.6022134,943.44400000
Kepler-1052 c,Kepler-1052,2.30000000,5818.00,0.848000,0.937000,19h41m22.26s,295.3427300,+46d36m07.97s,46.6022134,943.44400000
Kepler-1427 b,Kepler-1427,1.10000000,5793.00,1.010000,1.010000,19h41m23.92s,295.3496546,+45d06m52.33s,45.1145372,1220.00000000
Kepler-1281 b,Kepler-1281,1.64000000,5353.00,0.830000,0.870000,19h41m25.05s,295.3543571,+48d30m55.42s,48.5153932,1090.00000000
Kepler-819 b,Kepler-819,2.76000000,5279.00,0.810000,0.860000,19h41m29.00s,295.3708312,+39d10m38.25s,39.1772925,664.30600000
Kepler-1382 b,Kepler-1382,1.88000000,6161.00,1.720000,1.360000,19h41m30.58s,295.3774182,+39d02m52.93s,39.0480365,738.26100000
WASP-194 b,WASP-194,15.47960235,6405.00,1.409000,1.290000,19h41m33.05s,295.3877064,+56d13m04.10s,56.2178049,476.83100000
Kepler-870 b,Kepler-870,2.78000000,5857.00,1.020000,1.010000,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992,1259.46000000
Kepler-508 b,Kepler-508,1.64000000,6025.00,1.250000,1.160000,19h41m37.02s,295.4042546,+42d58m52.60s,42.9812789,324.61800000
Kepler-1483 b,Kepler-1483,1.52000000,6337.00,1.400000,1.250000,19h41m38.34s,295.4097409,+42d09m02.86s,42.1507935,1273.78000000
Kepler-218 b,Kepler-218,1.48000000,5502.00,1.063000,1.019000,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
Kepler-218 c,Kepler-218,3.14000000,5502.00,1.063000,1.019000,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
Kepler-218 d,Kepler-218,2.66000000,5542.00,1.020000,1.010000,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
Kepler-872 b,Kepler-872,1.99000000,5902.00,1.080000,1.050000,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117,879.68300000
Kepler-419 b,Kepler-419,10.80000000,6430.00,1.740000,1.390000,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.36000000
Kepler-419 c,Kepler-419,12.60000000,6430.00,1.740000,1.390000,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.36000000
Kepler-377 b,Kepler-377,1.39000000,5949.00,1.224000,1.043000,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.80400000
Kepler-377 c,Kepler-377,2.06000000,5949.00,1.224000,1.043000,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.80400000
Kepler-1625 b,Kepler-1625,6.06000000,5677.00,0.940000,0.960000,19h41m43.04s,295.4293220,+39d53m11.42s,39.8865068,2310.11000000
Kepler-581 b,Kepler-581,2.63000000,5772.00,1.000000,1.000000,19h41m43.84s,295.4326552,+40d38m53.47s,40.6481874,703.75800000
Kepler-678 b,Kepler-678,5.14000000,5520.00,0.910000,0.940000,19h41m49.26s,295.4552577,+50d29m40.23s,50.4945093,1826.15000000
Kepler-1754 b,Kepler-1754,2.43996509,4723.00,0.747000,0.734000,19h41m49.70s,295.4570818,+50d04m37.86s,50.0771838,718.94500000
Kepler-1283 b,Kepler-1283,1.91000000,6175.00,1.250000,1.160000,19h41m50.96s,295.4623336,+40d46m36.96s,40.7769335,2921.99000000
Kepler-1111 b,Kepler-1111,2.00000000,6077.00,1.150000,1.100000,19h41m51.22s,295.4634045,+45d48m45.97s,45.8127697,841.53600000
16 Cyg B b,16 Cyg B,13.50000000,5750.00,1.130000,1.080000,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.13970000
Kepler-644 b,Kepler-644,3.15000000,6747.00,1.810000,1.490000,19h41m54.17s,295.4757022,+43d29m35.20s,43.4931119,1318.05000000
Kepler-1125 b,Kepler-1125,1.84000000,5683.00,0.940000,0.950000,19h41m55.49s,295.4812018,+40d43m54.95s,40.7319316,2011.41000000
Kepler-1638 b,Kepler-1638,1.87000000,5710.00,0.950000,0.970000,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,1525.52000000
Kepler-450 b,Kepler-450,6.14000000,6197.21,1.641620,1.190000,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.98200000
Kepler-450 c,Kepler-450,2.62000000,6197.21,1.641620,1.190000,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.98200000
Kepler-450 d,Kepler-450,0.83700000,6197.21,1.641620,1.190000,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.98200000
Kepler-1487 b,Kepler-1487,2.13000000,6541.00,1.630000,1.380000,19h41m59.54s,295.4980737,+38d38m40.02s,38.6444499,1014.62000000
Kepler-1487 c,Kepler-1487,7.97000000,5745.00,3.955000,1.801000,19h41m59.54s,295.4980737,+38d38m40.02s,38.6444499,1014.62000000
Kepler-1098 b,Kepler-1098,1.30000000,5794.00,0.990000,0.990000,19h42m00.64s,295.5026730,+43d13m57.72s,43.2326992,1049.19000000
Kepler-888 b,Kepler-888,1.76000000,5875.00,0.900000,0.970000,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804,420.81700000
Kepler-1432 b,Kepler-1432,2.22000000,6031.00,1.130000,1.090000,19h42m05.78s,295.5241011,+49d49m46.28s,49.8295211,2171.87000000
Kepler-719 b,Kepler-719,8.52000000,5777.00,0.980000,0.990000,19h42m08.66s,295.5360628,+43d53m03.88s,43.8844116,2497.51000000
Kepler-1434 b,Kepler-1434,1.11000000,6291.00,2.040000,1.470000,19h42m09.23s,295.5384415,+51d12m10.80s,51.2030002,775.52900000
Kepler-667 b,Kepler-667,4.73000000,5327.00,0.870000,0.910000,19h42m13.20s,295.5549918,+49d01m02.26s,49.0172956,2302.45000000
Kepler-199 b,Kepler-199,3.11000000,5644.00,0.967000,0.960000,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,521.05400000
Kepler-199 c,Kepler-199,3.25000000,5644.00,0.967000,0.960000,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,521.05400000
